entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
137,2675,kyxsan,-1705.098,748.2052,-45.96875,1,de_mirage,20,48,Team Falcons,CT,CT,True,1,2674
189,2789,torzsi,-1927.9995,-347.3124,-165.96875,1,de_mirage,20,48,MOUZ,CT,T,False,1,2788
282,9800,Magisk,76.354485,-2387.9678,-37.96875,2,de_mirage,20,48,Team Falcons,CT,CT,True,7646,2154
339,15305,torzsi,35.684723,-484.68915,-183.99571,3,de_mirage,20,48,MOUZ,T,T,True,13626,1679
375,15430,Spinx,-1202.2576,-611.1186,-165.96875,3,de_mirage,20,48,MOUZ,T,T,True,13626,1804
127,15922,m0NESY,16.58015,-2338.1025,-37.96875,3,de_mirage,20,48,Team Falcons,T,CT,False,13626,2296
381,16793,NiKo,-675.55005,-721.1924,-265.86508,3,de_mirage,20,48,Team Falcons,T,CT,False,13626,3167
148,18424,kyxsan,-2134.5862,642.03345,-149.70457,3,de_mirage,20,48,Team Falcons,T,CT,False,13626,4798
347,18974,torzsi,-720.2562,-1059.7048,-213.96875,3,de_mirage,20,48,MOUZ,T,T,True,13626,5348
370,21966,torzsi,35.6174,-478.65225,-183.86302,4,de_mirage,20,48,MOUZ,T,T,True,20251,1715
126,22054,Jimpphat,-1193.4165,-644.10297,-165.96875,4,de_mirage,20,48,MOUZ,T,T,True,20251,1803
323,22089,NiKo,-692.5234,-792.0917,-261.96875,4,de_mirage,20,48,Team Falcons,T,CT,False,20251,1838
95,22850,kyxsan,-1261.3145,723.8838,-77.96875,4,de_mirage,20,48,Team Falcons,T,CT,False,20251,2599
369,23085,m0NESY,30.95932,-2265.225,-37.96875,4,de_mirage,20,48,Team Falcons,T,CT,False,20251,2834
157,23433,torzsi,-1149.3406,-623.6733,-165.96875,4,de_mirage,20,48,MOUZ,T,T,True,20251,3182
271,26842,Brollan,-2001.7709,-322.2693,-128.89014,4,de_mirage,20,48,MOUZ,T,T,True,20251,6591
191,33864,Jimpphat,34.50002,-477.1523,-184.08961,5,de_mirage,20,48,MOUZ,T,T,True,29952,3912
162,33929,Spinx,-1164.0592,-630.69507,-165.96875,5,de_mirage,20,48,MOUZ,T,T,True,29952,3977
345,34943,kyxsan,-649.84973,-726.16956,-265.8683,5,de_mirage,20,48,Team Falcons,T,CT,False,29952,4991
132,36051,Brollan,-1168.1416,-594.6669,-165.96875,5,de_mirage,20,48,MOUZ,T,T,True,29952,6099
123,37739,m0NESY,287.37997,-1515.0725,-173.96875,5,de_mirage,20,48,Team Falcons,T,CT,False,29952,7787
183,38062,torzsi,-1871.9972,-318.40875,-165.96875,5,de_mirage,20,48,MOUZ,T,T,True,29952,8110
380,38068,Brollan,-1077.8022,203.25354,-170.77591,5,de_mirage,20,48,MOUZ,T,T,True,29952,8116
156,43494,Spinx,-184.26921,-507.33292,-163.85199,6,de_mirage,20,48,MOUZ,CT,T,False,41773,1721
142,43571,Jimpphat,-1256.6294,-667.8642,-165.96875,6,de_mirage,20,48,MOUZ,CT,T,False,41773,1798
310,43756,Magisk,98.90573,-2291.429,-37.96875,6,de_mirage,20,48,Team Falcons,CT,CT,True,41773,1983
290,43883,NiKo,-660.2919,-732.42194,-264.8755,6,de_mirage,20,48,Team Falcons,CT,CT,True,41773,2110
208,44514,kyxsan,-1470.4806,760.6227,-45.96875,6,de_mirage,20,48,Team Falcons,CT,CT,True,41773,2741
158,46076,m0NESY,-1524.2258,712.1139,-45.96875,6,de_mirage,20,48,Team Falcons,CT,CT,True,41773,4303
267,48357,xertioN,-620.3216,-1614.0779,-169.96875,6,de_mirage,20,48,MOUZ,CT,T,False,41773,6584
76,52452,torzsi,34.772335,-483.01834,-184.16977,7,de_mirage,20,48,MOUZ,CT,T,False,50733,1719
118,52518,Jimpphat,-1195.3236,-634.5749,-165.96875,7,de_mirage,20,48,MOUZ,CT,T,False,50733,1785
67,52829,Magisk,68.221,-2376.616,-37.96875,7,de_mirage,20,48,Team Falcons,CT,CT,True,50733,2096
372,53058,Brollan,-962.40765,-365.96875,-363.85767,7,de_mirage,20,48,MOUZ,CT,T,False,50733,2325
324,53585,NiKo,-670.09784,-695.3116,-267.59824,7,de_mirage,20,48,Team Falcons,CT,CT,True,50733,2852
134,54363,torzsi,-1140.4752,-619.39215,-165.96875,7,de_mirage,20,48,MOUZ,CT,T,False,50733,3630
299,54414,xertioN,-668.51404,-915.6475,-237.96991,7,de_mirage,20,48,MOUZ,CT,T,False,50733,3681
100,54521,TeSeS,-670.5795,-772.2087,-261.96875,7,de_mirage,20,48,Team Falcons,CT,CT,True,50733,3788
279,54737,kyxsan,-1482.5776,744.22504,-45.96875,7,de_mirage,20,48,Team Falcons,CT,CT,True,50733,4004
287,58015,m0NESY,3.0742195,-2371.3496,-37.96875,7,de_mirage,20,48,Team Falcons,CT,CT,True,50733,7282
302,63816,Jimpphat,-614.1313,-900.01013,-245.96875,8,de_mirage,20,48,MOUZ,CT,T,False,59320,4496
154,63906,torzsi,-1207.5698,-651.58984,-165.96875,8,de_mirage,20,48,MOUZ,CT,T,False,59320,4586
361,64302,kyxsan,-1342.8235,734.9535,-77.96875,8,de_mirage,20,48,Team Falcons,CT,CT,True,59320,4982
66,64323,m0NESY,65.539116,-2283.5315,-37.96875,8,de_mirage,20,48,Team Falcons,CT,CT,True,59320,5003
145,65323,NiKo,-693.70825,-744.52454,-264.68,8,de_mirage,20,48,Team Falcons,CT,CT,True,59320,6003
119,67225,Brollan,-1173.0311,-584.48175,-165.96875,8,de_mirage,20,48,MOUZ,CT,T,False,59320,7905
147,67282,xertioN,-666.5348,-917.4885,-237.97012,8,de_mirage,20,48,MOUZ,CT,T,False,59320,7962
143,67604,Magisk,297.9492,-1528.271,-173.96875,8,de_mirage,20,48,Team Falcons,CT,CT,True,59320,8284
75,67944,TeSeS,45.0473,-2281.133,-37.96875,8,de_mirage,20,48,Team Falcons,CT,CT,True,59320,8624
156,71432,Magisk,32.391724,-2360.7144,-37.96875,9,de_mirage,20,48,Team Falcons,CT,CT,True,69184,2248
410,72443,kyxsan,-1089.7728,727.6237,-77.96875,9,de_mirage,20,48,Team Falcons,CT,CT,True,69184,3259
281,72459,NiKo,34.93585,-2304.2678,-37.96875,9,de_mirage,20,48,Team Falcons,CT,CT,True,69184,3275
327,75273,Brollan,-2007.4739,343.7676,-157.96875,9,de_mirage,20,48,MOUZ,CT,T,False,69184,6089
81,79165,Jimpphat,35.38496,-487.58102,-184.13759,10,de_mirage,20,48,MOUZ,CT,T,False,77439,1726
280,79407,NiKo,-926.164,-186.46408,-361.96875,10,de_mirage,20,48,Team Falcons,CT,CT,True,77439,1968
168,79424,Magisk,361.04492,-1465.3335,-173.96875,10,de_mirage,20,48,Team Falcons,CT,CT,True,77439,1985
154,79488,Jimpphat,-1011.90674,-662.29456,-261.96875,10,de_mirage,20,48,MOUZ,CT,T,False,77439,2049
275,79493,m0NESY,-639.19226,-744.84674,-264.61636,10,de_mirage,20,48,Team Falcons,CT,CT,True,77439,2054
71,80094,TeSeS,-763.7156,29.55957,-164.60443,10,de_mirage,20,48,Team Falcons,CT,CT,True,77439,2655
376,80327,torzsi,-1867.5222,-323.92834,-165.96875,10,de_mirage,20,48,MOUZ,CT,T,False,77439,2888
323,80556,kyxsan,-2314.4602,375.80676,-165.96875,10,de_mirage,20,48,Team Falcons,CT,CT,True,77439,3117
301,88043,Jimpphat,75.581345,-480.25644,-176.78409,11,de_mirage,20,48,MOUZ,T,T,True,86399,1644
326,88208,torzsi,-1207.2759,-652.2528,-165.96875,11,de_mirage,20,48,MOUZ,T,T,True,86399,1809
383,88365,NiKo,-949.8611,-189.03307,-361.96875,11,de_mirage,20,48,Team Falcons,T,CT,False,86399,1966
191,88411,m0NESY,-629.0205,-750.9543,-264.35562,11,de_mirage,20,48,Team Falcons,T,CT,False,86399,2012
181,88637,Magisk,308.2216,-1579.0743,-173.96875,11,de_mirage,20,48,Team Falcons,T,CT,False,86399,2238
207,89152,Brollan,-620.4568,-1622.4097,-169.96875,11,de_mirage,20,48,MOUZ,T,T,True,86399,2753
289,89515,TeSeS,-513.84906,-1819.632,-177.96875,11,de_mirage,20,48,Team Falcons,T,CT,False,86399,3116
121,90292,torzsi,-660.6125,-1202.7688,-165.96875,11,de_mirage,20,48,MOUZ,T,T,True,86399,3893
362,92150,Brollan,34.978004,-484.29108,-184.15259,12,de_mirage,20,48,MOUZ,CT,T,False,90468,1682
156,92542,Brollan,-1190.8977,-597.59625,-165.96875,12,de_mirage,20,48,MOUZ,CT,T,False,90468,2074
343,92651,Magisk,66.254555,-2285.1836,-37.96875,12,de_mirage,20,48,Team Falcons,CT,CT,True,90468,2183
351,93706,kyxsan,-1470.9736,744.03595,-45.96875,12,de_mirage,20,48,Team Falcons,CT,CT,True,90468,3238
291,93907,TeSeS,306.50134,82.4508,-224.56729,12,de_mirage,20,48,Team Falcons,CT,CT,True,90468,3439
509,112626,Brollan,38.063927,-2310.7449,-37.96875,13,de_mirage,20,48,MOUZ,T,CT,False,96840,15786
213,112798,Magisk,-1907.0072,-385.8094,-165.96875,13,de_mirage,20,48,Team Falcons,T,T,True,96840,15958
212,116244,Magisk,-1203.2095,-635.73096,-165.96875,14,de_mirage,20,48,Team Falcons,T,T,True,114431,1813
88,116319,TeSeS,-621.70795,-890.5184,-245.96875,14,de_mirage,20,48,Team Falcons,T,T,True,114431,1888
121,117580,m0NESY,-1143.6704,-619.96075,-165.96875,14,de_mirage,20,48,Team Falcons,T,T,True,114431,3149
93,120325,NiKo,-634.8662,-1605.1586,-165.96875,14,de_mirage,20,48,Team Falcons,T,T,True,114431,5894
315,122903,Magisk,-1163.1362,-630.4378,-165.96875,15,de_mirage,20,48,Team Falcons,T,T,True,121165,1738
144,123014,TeSeS,-622.0081,-892.23816,-245.96875,15,de_mirage,20,48,Team Falcons,T,T,True,121165,1849
343,124240,Spinx,-639.3084,-799.1523,-261.96875,15,de_mirage,20,48,MOUZ,T,CT,False,121165,3075
351,125561,xertioN,-668.1656,-697.943,-267.50613,15,de_mirage,20,48,MOUZ,T,CT,False,121165,4396
126,125618,kyxsan,-1106.4711,-622.2294,-165.96875,15,de_mirage,20,48,Team Falcons,T,T,True,121165,4453
137,126088,NiKo,-690.45416,-1351.4878,-165.96875,15,de_mirage,20,48,Team Falcons,T,T,True,121165,4923
327,126824,kyxsan,-1045.5933,-1469.8707,-163.56633,15,de_mirage,20,48,Team Falcons,T,T,True,121165,5659
