entityid,tick,user_name,x,y,z,round_number,map_name,matchid,mapid,player_team,winner,team_name,is_win,start_tick,round_tick
114,56862,yxngstxr,-2008.8756,1455.1667,32.54255,8,de_dust2,21,50,HEROIC,T,CT,False,50924,5938
373,60684,Wicadia,-406.72473,1558.1073,-124.50202,9,de_dust2,21,50,Aurora,T,T,True,58727,1957
207,61282,MAJ3R,1225.3237,1200.9244,2.1080885,9,de_dust2,21,50,Aurora,T,T,True,58727,2555
396,61518,SunPayus,1330.251,1905.5543,-4.5229864,9,de_dust2,21,50,HEROIC,T,CT,False,58727,2791
206,62852,MAJ3R,1145.4242,2145.3315,3.4502,9,de_dust2,21,50,Aurora,T,T,True,58727,4125
193,65562,yxngstxr,-2018.7233,1603.4127,33.55389,10,de_dust2,21,50,HEROIC,T,CT,False,63554,2008
234,65638,LNZ,533.13715,661.41473,2.7502613,10,de_dust2,21,50,HEROIC,T,CT,False,63554,2084
254,65929,woxic,-394.30508,1601.9564,-124.942795,10,de_dust2,21,50,Aurora,T,T,True,63554,2375
206,66243,tN1R,-409.03854,1230.7798,-114.31631,10,de_dust2,21,50,HEROIC,T,CT,False,63554,2689
67,67843,xfl0ud,149.74008,1415.5427,1.6041044,10,de_dust2,21,50,HEROIC,T,CT,False,63554,4289
222,67934,jottAAA,-314.7492,1444.8207,-25.85773,10,de_dust2,21,50,Aurora,T,T,True,63554,4380
237,68050,Wicadia,-1972.7799,1850.1646,2.5170498,10,de_dust2,21,50,Aurora,T,T,True,63554,4496
271,68219,SunPayus,523.21594,622.4662,3.4353566,10,de_dust2,21,50,HEROIC,T,CT,False,63554,4665
104,69504,woxic,426.08197,1942.5411,99.7723,10,de_dust2,21,50,Aurora,T,T,True,63554,5950
211,71111,jottAAA,209.85196,1440.6782,1.3082585,10,de_dust2,21,50,Aurora,T,T,True,63554,7557
122,75587,LNZ,534.7608,603.155,3.3836975,11,de_dust2,21,50,HEROIC,T,CT,False,73509,2078
313,75588,yxngstxr,-1942.2312,1527.5554,36.59851,11,de_dust2,21,50,HEROIC,T,CT,False,73509,2079
186,75805,MAJ3R,-319.8301,1439.3353,-25.84104,11,de_dust2,21,50,Aurora,T,T,True,73509,2296
225,75831,woxic,-396.77115,1641.1504,-125.25502,11,de_dust2,21,50,Aurora,T,T,True,73509,2322
90,76421,Wicadia,-1969.4182,1847.8553,2.4657805,11,de_dust2,21,50,Aurora,T,T,True,73509,2912
183,78891,MAJ3R,-159.55557,2222.0127,-53.939972,11,de_dust2,21,50,Aurora,T,T,True,73509,5382
232,83683,tN1R,-417.94986,2217.0952,-121.66428,12,de_dust2,21,50,HEROIC,CT,CT,True,82258,1425
391,84120,jottAAA,1310.207,1120.9431,-4.8346896,12,de_dust2,21,50,Aurora,CT,T,False,82258,1862
109,84226,xfl0ud,542.5352,648.003,3.3192036,12,de_dust2,21,50,HEROIC,CT,CT,True,82258,1968
286,84296,woxic,-398.30206,1640.4891,-125.15007,12,de_dust2,21,50,Aurora,CT,T,False,82258,2038
117,84834,MAJ3R,-1877.562,2018.3042,-0.92669857,12,de_dust2,21,50,Aurora,CT,T,False,82258,2576
208,84877,yxngstxr,-2019.3727,1510.8872,34.262558,12,de_dust2,21,50,HEROIC,CT,CT,True,82258,2619
290,86676,tN1R,-457.67377,1730.3656,-124.08833,12,de_dust2,21,50,HEROIC,CT,CT,True,82258,4418
285,87245,XANTARES,510.0274,2160.7234,98.08985,12,de_dust2,21,50,Aurora,CT,T,False,82258,4987
76,87659,xfl0ud,1422.9968,1375.1235,-9.465358,12,de_dust2,21,50,HEROIC,CT,CT,True,82258,5401
199,88056,Wicadia,1190.8381,2206.3252,6.185954,12,de_dust2,21,50,Aurora,CT,T,False,82258,5798
320,105866,yxngstxr,-466.2677,1606.2899,49.477875,13,de_dust2,21,50,HEROIC,CT,T,False,90520,15346
396,108926,XANTARES,699.3582,717.06836,78.03125,14,de_dust2,21,50,Aurora,CT,CT,True,106972,1954
75,109067,jottAAA,-2007.2427,1529.489,33.235737,14,de_dust2,21,50,Aurora,CT,CT,True,106972,2095
109,110381,woxic,489.24292,1862.6823,98.52365,14,de_dust2,21,50,Aurora,CT,CT,True,106972,3409
208,115964,tN1R,1265.2428,1146.199,1.7704647,15,de_dust2,21,50,HEROIC,T,T,True,114086,1878
75,116055,LNZ,-452.57596,1600.4387,50.662746,15,de_dust2,21,50,HEROIC,T,T,True,114086,1969
341,116384,MAJ3R,577.3737,610.1892,3.1534922,15,de_dust2,21,50,Aurora,T,CT,False,114086,2298
108,117828,MAJ3R,569.6244,584.7509,3.2073615,15,de_dust2,21,50,Aurora,T,CT,False,114086,3742
365,117909,XANTARES,894.4548,2698.3735,131.98958,15,de_dust2,21,50,Aurora,T,CT,False,114086,3823
73,118072,Wicadia,921.4076,2212.1128,-9.514119,15,de_dust2,21,50,Aurora,T,CT,False,114086,3986
231,118249,SunPayus,1222.3701,2352.7263,101.72084,15,de_dust2,21,50,HEROIC,T,T,True,114086,4163
331,119183,tN1R,664.2296,2237.6333,-82.07732,15,de_dust2,21,50,HEROIC,T,T,True,114086,5097
299,119790,woxic,863.0396,2507.75,96.10041,15,de_dust2,21,50,Aurora,T,CT,False,114086,5704
348,123248,MAJ3R,590.92474,571.79785,3.101659,16,de_dust2,21,50,Aurora,T,CT,False,121349,1899
350,123347,xfl0ud,-1231.365,2157.085,6.764534,16,de_dust2,21,50,HEROIC,T,T,True,121349,1998
218,123370,jottAAA,-2122.775,2084.6328,4.194999,16,de_dust2,21,50,Aurora,T,CT,False,121349,2021
250,123536,woxic,-2192.3357,2135.0728,5.5307136,16,de_dust2,21,50,Aurora,T,CT,False,121349,2187
246,124055,XANTARES,-1525.7812,2205.0554,0.44845837,16,de_dust2,21,50,Aurora,T,CT,False,121349,2706
346,124732,tN1R,-1313.8303,2285.632,5.1042776,16,de_dust2,21,50,HEROIC,T,T,True,121349,3383
331,125283,xfl0ud,-1240.6594,2264.5972,6.1781197,16,de_dust2,21,50,HEROIC,T,T,True,121349,3934
283,129278,xfl0ud,-285.7667,1414.8833,-26.138645,17,de_dust2,21,50,HEROIC,T,T,True,127501,1777
365,129313,LNZ,-449.41348,1643.6277,-124.046684,17,de_dust2,21,50,HEROIC,T,T,True,127501,1812
229,131628,SunPayus,-221.3667,1232.4689,1.9883492,17,de_dust2,21,50,HEROIC,T,T,True,127501,4127
235,131669,tN1R,-224.85028,2292.7153,-119.64644,17,de_dust2,21,50,HEROIC,T,T,True,127501,4168
185,137543,LNZ,-389.73956,1639.8356,-125.56398,18,de_dust2,21,50,HEROIC,T,T,True,135700,1843
310,137605,SunPayus,1184.7314,1139.3998,1.7182211,18,de_dust2,21,50,HEROIC,T,T,True,135700,1905
229,138285,tN1R,1181.419,2143.28,3.1488547,18,de_dust2,21,50,HEROIC,T,T,True,135700,2585
235,138586,SunPayus,1114.0916,2156.0957,3.8040009,18,de_dust2,21,50,HEROIC,T,T,True,135700,2886
73,145947,tN1R,1299.7706,1086.7274,-3.4449081,19,de_dust2,21,50,HEROIC,CT,T,False,141299,4648
201,145957,xfl0ud,-378.0268,1592.0673,-123.31498,19,de_dust2,21,50,HEROIC,CT,T,False,141299,4658
374,147152,yxngstxr,-1930.1013,1930.0433,2.0510137,19,de_dust2,21,50,HEROIC,CT,T,False,141299,5853
117,153368,SunPayus,1326.961,1128.3916,-5.537506,20,de_dust2,21,50,HEROIC,CT,T,False,149364,4004
305,153764,XANTARES,605.26,631.56726,2.9937143,20,de_dust2,21,50,Aurora,CT,CT,True,149364,4400
359,153839,jottAAA,-1953.7498,1404.9971,31.478281,20,de_dust2,21,50,Aurora,CT,CT,True,149364,4475
74,154904,yxngstxr,-466.8806,1606.1111,49.44047,20,de_dust2,21,50,HEROIC,CT,T,False,149364,5540
283,154927,MAJ3R,593.4875,566.68506,3.0907586,20,de_dust2,21,50,Aurora,CT,CT,True,149364,5563
340,156416,XANTARES,433.95584,1913.7087,97.85604,20,de_dust2,21,50,Aurora,CT,CT,True,149364,7052
367,156641,Wicadia,-1987.7952,1567.1536,32.778427,20,de_dust2,21,50,Aurora,CT,CT,True,149364,7277
102,158380,xfl0ud,521.4967,2081.3894,126.764786,20,de_dust2,21,50,HEROIC,CT,T,False,149364,9016
197,158502,SunPayus,607.8683,2351.7625,29.89518,20,de_dust2,21,50,HEROIC,CT,T,False,149364,9138
348,162364,jottAAA,-2012.9928,1638.4369,33.558468,21,de_dust2,21,50,Aurora,CT,CT,True,160301,2063
391,162903,woxic,537.72546,666.57745,3.3358765,21,de_dust2,21,50,Aurora,CT,CT,True,160301,2602
334,163497,xfl0ud,-117.250786,2199.0667,-125.51108,21,de_dust2,21,50,HEROIC,CT,T,False,160301,3196
324,163619,Wicadia,-350.45078,1830.2697,-121.62714,21,de_dust2,21,50,Aurora,CT,CT,True,160301,3318
251,163925,SunPayus,510.03757,2199.462,98.05947,21,de_dust2,21,50,HEROIC,CT,T,False,160301,3624
217,164383,Wicadia,-423.72562,1651.545,-123.96871,21,de_dust2,21,50,Aurora,CT,CT,True,160301,4082
272,165090,SunPayus,1149.7603,1119.9293,1.1240321,21,de_dust2,21,50,HEROIC,CT,T,False,160301,4789
